number,title,classification,timestamp,latitude,longitude
17767,Report 17767: Night-time sighting by Marine training near Ft Carson,Class A,1986-07-17T12:00:00Z,38.716,-104.875
22801,"Report 22801: Further apparent corroboration of multiple-witness, winter, nighttime, road-crossing near Kenosha Pass",Class A,2002-12-15T12:00:00Z,39.39565,-105.7854
26522,Report 26522: Woman describes vivid early morning sighting just below Independence Pass,Class A,2009-09-01T12:00:00Z,39.1006,-106.5445
26671,Report 26671: Two brothers witness an upright creature while at a cabin near Red Feather,Class A,2009-09-22T12:00:00Z,40.84707,-105.6385
27057,Report 27057: Former Deputy Sheriff describes morning sighting on Cornwall Mountain,Class A,2009-06-10T12:00:00Z,37.37285,-106.496
31939,Report 31939: Motorist describes early morning sighting near Buena Vista,Class A,2010-08-15T12:00:00Z,38.83714,-106.199
32905,Report 32905: Hiker has a possible daytime sighting near Crater Lake,Class A,2008-06-30T12:00:00Z,37.70338,-107.7015
35596,Report 35596: Early evening sighting by two women hiking in Bailey,Class A,2012-05-29T12:00:00Z,39.40589,-105.475
39520,"Report 39520: Motorists see tall, hairy human-like figure wading across the Colorado River east of Glenwood Springs",Class A,2013-01-17T12:00:00Z,39.37357,-107.0596
42602,"Report 42602: Backpackers hear growls, knocking and observe two large, hairy bipeds at Surprise Lake",Class A,2012-06-13T12:00:00Z,39.80777,-106.3023
45666,Report 45666: Two friends witness daytime road crossing near Conifer,Class A,2014-03-02T12:00:00Z,39.35503,-105.2527
16408,Report 16408: Children observe bipedal animal walking along railroad tracks near the Housatonic River,Class A,1953-08-01T12:00:00Z,41.36935,-73.1512
48732,Report 48732:  Large hairy biped seen chasing deer behind a home at dusk near Bridgewater,Class A,2016-05-19T12:00:00Z,41.49472,-73.36136
115,Report 115: Young girls have daylight sighting near their home,Class A,1976-08-15T12:00:00Z,30.98555,-85.6489
246,Report 246: Daylight sighting by hunter near FL / GA border,Class A,1994-12-18T12:00:00Z,30.6645,-84.60745
414,Report 414: Year long sightings by family,Class A,1974-07-15T12:00:00Z,26.5931,-80.21295
445,Report 445: Boy Scouts have sighting while camping at Quednau Ranch,Class A,1962-08-15T12:00:00Z,27.0047,-82.0332
446,Report 446: Security Guards have sighting while on duty near Jacksonville,Class A,2000-09-22T12:00:00Z,30.2333,-81.52915
591,"Report 591: Driver stops car momentarily on Nova Rd., witnesses a 7-8 foot tall dark creature approach his car..",Class A,1989-09-15T12:00:00Z,28.3725,-80.8595
592,"Report 592: Two witnesses observed a large, black-brown human-like form  between Wiles Rd. and Sample Rd",Class A,1975-01-15T12:00:00Z,26.27395,-80.1937
594,"Report 594: a sighting by a group of boys along a canal, a mile or so north of South New River.",Class A,1980-07-15T12:00:00Z,26.08285,-80.21025
606,Report 606: witness observed creature running across the road,Class A,1986-08-15T12:00:00Z,30.05705,-81.75165
607,"Report 607: while hunting hogs near a cypress bayhead, witness saw a dark brown/black bi-pedal creature.",Class A,1983-11-19T12:00:00Z,26.15915,-81.76041
720,"Report 720: Hunter reports finding strange tracks in the Everglades, near the area of the Dade County and Collier County line, between Big Cypress and Alligator Alley.",Class A,1993-11-20T12:00:00Z,26.06885,-80.8368
721,Report 721: Series of reports (6) concerning the Skunk Ape.  Photos of the creature and footcasts,Class A,1997-07-17T12:00:00Z,25.91695,-81.29691
722,Report 722: Five or Six foot tall ape looking creature observed picking up road kill.,Class A,1998-02-09T12:00:00Z,29.6699,-82.98365
723,Report 723: creature sitting on a wood pile seen watching witness.,Class A,1969-06-15T12:00:00Z,28.50665,-82.50591
724,Report 724: Upright creature seen by 3 men fishing in a boat 3 miles from Greenwood,Class A,1990-08-15T12:00:00Z,30.8724,-85.217
725,Report 725: Large tracks found investigated by Federal authorities,Class A,1980-07-02T12:00:00Z,29.10635,-81.62275
726,Report 726: A hitchhiker reports seeing a bigfoot in a forested area off U.S. 441,Class A,1977-10-05T12:00:00Z,29.0599,-82.05835
728,"Report 728: a close-range, daytime sighting by a 67-year-old Baptist minister",Class A,1977-11-15T12:00:00Z,29.1951,-81.90875
729,Report 729: a daylight sighting by a family on a camping trip,Class A,1997-07-25T12:00:00Z,29.19395,-81.9233
730,"Report 730: Sighting by Five witnesses of a large, humanoid form.",Class A,1996-09-15T12:00:00Z,30.51295,-86.5065
731,Report 731: Motorist found six thirteen by eight and a half inch tracks near a small bridge that led to a large gate.,Class A,1999-03-13T12:00:00Z,28.3609,-80.93504
733,Report 733: creature observed walking weird and slightly hunched over.,Class A,1998-11-22T12:00:00Z,27.97255,-81.12476
734,Report 734: creature seen in the woods.,Class A,1999-05-21T12:00:00Z,28.1382,-81.0621
736,Report 736: while sitting on a tree stand hunter observed bi-pedal creature walking at high speeds.,Class A,1999-01-02T12:00:00Z,27.99245,-81.19445
737,Report 737: creature seen in an open field by witness.,Class A,1984-06-15T12:00:00Z,28.3836,-82.6053
746,Report 746: Sighting by two newspaper deliverymen around 3:30 a.m,Class A,1989-04-17T12:00:00Z,28.85025,-80.93919
989,Report 989: Deer hunter spots a large animal run across open area,Class A,1982-01-15T12:00:00Z,30.84015,-86.9648
1003,Report 1003: Two horseback riders see hairy creature,Class A,1984-10-15T12:00:00Z,29.85375,-81.3456
1021,Report 1021: Large Creature standing in road,Class A,1971-07-15T12:00:00Z,29.7351,-81.96195
1030,"Report 1030: 5 children observe a very large hairy ""man"" for several minutes (N. Ft. Myers)",Class A,1973-08-23T12:00:00Z,26.59885,-81.8708
1061,Report 1061: June 1984 Manatee County FL  Late evening sighting by 9 yr/old camper off Little Manatee River in Ruskin,Class A,1984-06-16T12:00:00Z,27.7068,-82.45165
1275,Report 1275: Bigfoot rips door off of home. Witness has to flee from home,Class A,1980-04-15T12:00:00Z,28.6901,-81.5446
1407,"Report 1407: Bigfoot runs across road, appears to be carrying a small infant Bigfoot",Class A,1991-06-15T12:00:00Z,29.4179,-82.55556
2566,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,Class A,1985-09-29T12:00:00Z,29.77535,-82.3657
2657,Report 2657: A tree stump moves closer to a group of young boys,Class A,1974-08-15T12:00:00Z,29.47035,-81.1273
2856,Report 2856: Construction worker has startling encounter outside hunting cottage,Class A,2004-02-21T12:00:00Z,26.01535,-81.0651
4795,"Report 4795: While riding horse, young teen has day time sighting not far from Palatka",Class A,1947-07-01T12:00:00Z,29.77295,-81.68295
5369,Report 5369: Man recalls childhood evening encounter in Johnathon Dickenson State Park,Class A,2004-08-02T12:00:00Z,27.0099,-80.13215
5702,"Report 5702: New Year's Eve, two cousins observe creature watching them",Class A,2001-12-31T12:00:00Z,30.4836,-84.20835
5801,Report 5801: Fisherman in boat is approached by wading hairy hominid,Class A,1994-04-15T12:00:00Z,30.9905,-87.1814
5884,Report 5884: Road crossing sighting by motorist,Class A,2003-02-18T12:00:00Z,30.7599,-85.76891
6708,Report 6708: Man has brief encounter near lake,Class A,2004-02-17T12:00:00Z,28.5716,-82.52655
7205,Report 7205: Morning sighting by carpenter crew near Ochopee,Class A,1979-08-01T12:00:00Z,25.8972,-81.3065
7904,Report 7904: Woman observes small bipedal creature cross 441 near Ft. Drum,Class A,2004-01-18T12:00:00Z,27.3973,-80.8044
8316,Report 8316: Father and daughter have nighttime sighting,Class A,2004-03-18T12:00:00Z,29.98085,-81.80005
8514,Report 8514: Husband and wife have nighttime road-crossing sighting,Class A,1994-03-01T12:00:00Z,30.4544,-81.4189
9113,"Report 9113: On the way to work, motorists have morning road-cross encounter near Eglin",Class A,2000-06-01T12:00:00Z,30.56775,-86.6913
9174,Report 9174: Man has nighttime sighting in his yard,Class A,2004-08-08T12:00:00Z,30.4664,-85.6316
9282,Report 9282: Two bipedal animals seen in the aftermath of Frances,Class A,2004-12-03T12:00:00Z,29.07655,-81.9055
9545,Report 9545: Motorist has morning sighting on road outside Sweet Gum Head,Class A,1988-12-01T12:00:00Z,30.9854,-85.95136
10855,Report 10855: Night time sighting by motorist near Fanning Springs,Class A,1998-11-01T12:00:00Z,29.591,-82.929
10867,Report 10867: Youths have daylight sighting in wooded area of Sarasota.,Class A,1981-08-07T12:00:00Z,27.28518,-82.46557
11762,Report 11762: Daylight sighting by motorist couple in the Montura Estates area.,Class A,1982-02-01T12:00:00Z,26.61979,-80.60976
11812,Report 11812: Twilight sighting on the west side of Lakeland,Class A,1974-09-01T12:00:00Z,28.00845,-81.93871
12587,Report 12587: Daylight sighting by fishermen near Venice,Class A,1988-08-01T12:00:00Z,27.099,-82.454
12732,Report 12732: Couple describes vocals and a sighting on their fence-line outside Mulberry,Class A,2004-10-12T12:00:00Z,27.89469,-81.9742
12921,Report 12921: Birder has daylight sighting in Rainbow Springs State Park.,Class A,2000-01-01T12:00:00Z,29.098,-82.42
13034,Report 13034: Early evening sighting by residents on the Hillsborough River,Class A,1955-01-01T12:00:00Z,28.043,-82.438
13298,"Report 13298: Early evening sighting in backyard on the FL/GA border, north of Tallahassee",Class A,2005-09-18T12:00:00Z,30.587,-84.583
13514,Report 13514: Daylight sighting by motorist on U.S. 41 near I-29,Class A,2005-06-02T12:00:00Z,25.927,-81.33
14021,Report 14021: Daylight sighting by two ATV riders near Lake Placid,Class A,2006-03-04T12:00:00Z,27.37341,-81.35876
14118,Report 14118: Night time sighting by motorist on CR 448 near Lake Jem,Class A,1985-11-01T12:00:00Z,28.775,-81.6965
14354,Report 14354: Night time sighting by three boys outside Middleburg,Class A,2003-07-01T12:00:00Z,30.069,-81.771
14457,Report 14457: Daylight sigting by a deer hunter near Gulf Hammock,Class A,2000-10-01T12:00:00Z,29.191,-82.6505
15170,Report 15170: Daytime sighting near Everglades National Park,Class A,2006-03-01T12:00:00Z,25.141,-80.926
15361,Report 15361: Nighttime sighting by motorist near Land O'Lakes,Class A,2006-07-27T12:00:00Z,28.252,-82.44749
16303,"Report 16303: Daylight sighting by motorist near Everglades City, off Turner River Road.",Class A,2001-10-15T12:00:00Z,26.0079,-81.22285
16473,Report 16473: Possible highway sighting near Osceola National Forest,Class A,2006-11-01T12:00:00Z,30.3125,-82.879
16683,Report 16683: Daylight sighting at edge of woods near fishing hole outside Jacksonville,Class A,1975-11-01T12:00:00Z,30.2809,-81.83705
16727,Report 16727: Nighttime sighting by teen at Lake Asbury off HWY 739 outside Middleburg,Class A,2006-11-17T12:00:00Z,30.05287,-81.82794
17644,Report 17644: Daylight Sighting in the Goethe State Forest,Class A,2005-09-01T12:00:00Z,29.1039,-82.3722
18065,Report 18065: Daylight sighting by two young female hikers in Jennings State Forest,Class A,2007-03-04T12:00:00Z,30.10139,-81.88324
18427,Report 18427: Daylight sighting by two teenagers near Middleburg,Class A,2007-03-29T12:00:00Z,30.03432,-81.90216
19958,Report 19958: Dusk sighting by hikers in Flat Island Preserve,Class A,2007-07-12T12:00:00Z,28.78028,-81.90477
20940,Report 20940: Security guards have nighttime sightings outside Jacksonville,Class A,2000-08-01T12:00:00Z,30.23693,-81.54172
21658,Report 21658: Brief sighting by youth with flashlight outside Middleburg,Class A,2007-08-11T12:00:00Z,30.10386,-81.89565
21879,Report 21879: Teens have very Close Encounter with Creature,Class A,2005-06-15T12:00:00Z,30.11584,-81.94118
21951,Report 21951: Man describes figure looking into window outside Homestead,Class A,1977-11-15T12:00:00Z,25.51665,-80.43689
23076,Report 23076: Road grader operator observes creature crossing logging road in Ocala National Forest,Class A,2004-06-15T12:00:00Z,29.43465,-81.80878
23120,Report 23120: Father and daughter have daytime sighting in the Ocala National Forest,Class A,2006-07-15T12:00:00Z,29.3143,-81.7268
23247,Report 23247: Woman remembers encountering a strange animal while driving outside Mexico Beach,Class A,1985-05-15T12:00:00Z,29.93629,-85.3948
23696,Report 23696: Huge creature stands in headlights on rural road near Leesburg,Class A,1993-05-01T12:00:00Z,28.86151,-81.7757
24032,Report 24032: Multiple witness motorist sighting in daylight at the edge of the Alafia River,Class A,1978-01-01T12:00:00Z,27.7752,-81.9755
24078,Report 24078: Teens stumble upon creature in Jennings Forest,Class A,2008-02-15T12:00:00Z,30.10851,-81.89905
24656,Report 24656: Daylight sighting from Hwy. 41 in the Big Cypress National Preserve,Class A,2008-09-01T12:00:00Z,25.95574,-81.48598
25582,Report 25582: Man observes a bigfoot in his headlights near Holiday,Class A,2009-03-05T12:00:00Z,28.19899,-82.76431
26377,Report 26377: Young man has a close daylight encounter while riding his bike along the Hillsborough River,Class A,2001-01-13T12:00:00Z,28.14617,-82.24487
26581,"Report 26581: Man remembers observing a hairy, bipedal creature in the headlights of his car near Port Richey",Class A,1982-01-01T12:00:00Z,28.29425,-82.71758
26823,Report 26823: Daylight sighting by hunter and son in Richloam Wildlife Management Area,Class A,2009-10-18T12:00:00Z,28.44926,-81.95577
27076,Report 27076: Woman has close daylight sighting while driving through Payne's Prairie outside Gainesville,Class A,2000-06-13T12:00:00Z,29.58358,-82.33316
27250,Report 27250: Woman remembers observing a bi-pedal hair-covered adult and youth while driving near Bronson,Class A,1981-08-28T12:00:00Z,29.47368,-82.6783
27347,Report 27347: Nighttime sighting of two upright creatures by a motorist outside Middleburg,Class A,2009-11-18T12:00:00Z,30.08748,-81.85762
28200,Report 28200: Father and son have very close daylight sighting in the Green Swamp,Class A,2009-10-10T12:00:00Z,28.44926,-81.95577
28237,"Report 28237: Weekend camping trip in the Green Swamp is interrupted by a hairy, bipedal intruder",Class A,2010-09-05T12:00:00Z,28.50566,-81.97483
28355,"Report 28355: Hunter watches running bipedal creature, finds possible scat in the Camp Blanding Wildlife Management Area",Class A,2009-12-15T12:00:00Z,29.94011,-81.91354
28418,Report 28418: Woman remembers two visual encounters near Williston,Class A,1991-08-14T12:00:00Z,29.39384,-82.44225
28634,Report 28634: Motorist has daytime sighting near I-10 Exit east of Pensacola,Class A,2010-12-19T12:00:00Z,30.6966,-86.7513
29529,Report 29529: Fishing guide with clients approached by a Florida Skunk-Ape in the Merritt Island National Wildlife Refuge (includes witness sketch),Class A,2011-04-15T12:00:00Z,28.93312,-80.84301
29565,Report 29565: Man describes several compelling incidents while hunting in the Withlacoochee State Forest,Class A,2010-09-16T12:00:00Z,28.78812,-82.40295
29624,Report 29624: Woman recalls nighttime sighting while driving on US-1 near Rockledge,Class A,1998-06-22T12:00:00Z,28.31193,-80.7217
30267,Report 30267: Man driving to work has two early morning sightings on the same road near Sorrento,Class A,2011-07-26T12:00:00Z,28.78806,-82.53305
30547,Report 30547: Daytime sighting from a vehicle in the Ocala National Forest near Ft. McCoy,Class A,2008-03-15T12:00:00Z,29.36953,-81.86789
30679,Report 30679: Nighttime sighting by a motorist outside Port St. John,Class A,2011-09-17T12:00:00Z,28.48899,-80.84716
30929,Report 30929: Daylight observation of a hair-covered bipedal figure in the Grassy Waters Preserve,Class A,2003-06-14T12:00:00Z,26.80829,-80.16933
31745,Report 31745: Up close encounter experienced by a father and son fishing south of St. Augustine,Class A,2011-07-02T12:00:00Z,29.83863,-81.2299
31801,Report 31801: Daylight sighting while cutting wood near the Chipola River,Class A,2011-09-17T12:00:00Z,30.71362,-85.20786
32203,Report 32203: Late afternoon sighting by a hog hunter outside Pierson,Class A,2011-10-22T12:00:00Z,29.28971,-81.52609
32249,Report 32249: Memory told of close encounters while working as a fence contractor near Cassia,Class A,2007-04-10T12:00:00Z,28.85982,-81.48534
32426,Report 32426: Northbound motorist has daylight observation from I-95 near Fellsmere,Class A,2012-01-21T12:00:00Z,27.78042,-80.55011
32746,Report 32746: Man recalls his nighttime sighting of a tall hair covered biped outside Orlando,Class A,2000-02-28T12:00:00Z,28.54205,-81.20045
33764,Report 33764: Daylight sighting by a retired Wildlife Officer outside Ocala,Class A,2012-02-21T12:00:00Z,29.16722,-82.01917
33789,Report 33789: Memory told of a close encounter while frogging at night on the upper St. Johns River,Class A,1990-11-23T12:00:00Z,28.20954,-80.83882
34954,Report 34954: Stranded motorist has a daytime close encounter with an adult and juvenile near Lake Mack,Class A,2012-01-15T12:00:00Z,29.05872,-81.4819
35270,Report 35270: City planner sees large upright animal while touring property near Punta Gorda,Class A,2006-03-15T12:00:00Z,26.85451,-81.71583
35529,Report 35529: Daytime sighting by a motorist on FL-19 in the Ocala National Forest,Class A,2010-06-07T12:00:00Z,29.49577,-81.74579
36218,Report 36218: Early morning encounter during a rest stop near Florida City,Class A,1995-03-15T12:00:00Z,25.39544,-80.59502
37203,Report 37203: Daylight sighting of a man-like ape while target shooting in the Big Cypress National Preserve,Class A,2012-11-04T12:00:00Z,25.76119,-80.58182
37275,Report 37275: Dusk sighting of a bigfoot tree knocking in the Ocala National Forest,Class A,2012-11-11T12:00:00Z,28.99496,-81.59869
37304,Report 37304: Best friends recall watching their dirt bike being canvassed by a hairy biped while camping at Lake Mills,Class A,1972-07-29T12:00:00Z,28.62323,-81.12898
38924,Report 38924: Fisherman comes face to face with tall ape-like creature in Ft. Myers,Class A,2009-09-14T12:00:00Z,26.67822,-81.81697
39080,Report 39080: Late night sighting by a stranded boater on the St. Marys River,Class A,2012-12-08T12:00:00Z,30.71004,-82.0443
40034,Report 40034: Women recall an afternoon road crossing near Bulow Park,Class A,1985-05-25T12:00:00Z,29.33246,-81.12292
40618,Report 40618: Motorist brakes to avoid a large hairy biped near Bristol,Class A,2013-03-24T12:00:00Z,30.54079,-84.91096
40784,Report 40784: Memory told of a large hairy biped approaching a family as they dumped their garbage near Waukeenah,Class A,1975-08-01T12:00:00Z,30.40785,-83.96767
40935,Report 40935: Friends almost strike a tall manlike animal as it crosses road outside Chiefland,Class A,2013-04-13T12:00:00Z,29.42016,-82.82335
41448,Report 41448: Motorist has daytime sighting along I-75 near Ruskin,Class A,2012-03-29T12:00:00Z,27.66726,-82.43094
41503,Report 41503: Nighttime road crossing near Camp Blanding,Class A,2012-06-12T12:00:00Z,29.97917,-81.85223
41995,Report 41995: Memory told of a close encounter with a man-ape outside Gainesville,Class A,1963-09-15T12:00:00Z,29.67757,-82.35501
42726,Report 42726: Nighttime sighting by a man walking his dog in a subdivision next to the Ocala National Forest,Class A,2013-10-26T12:00:00Z,29.1795,-82.0435
42978,Report 42978: Daytime sighting by a wildlife biologist on a trail in the Cypress Creek Preserve,Class A,2013-11-24T12:00:00Z,28.14162,-82.3948
44837,Report 44837: Years of South Florida Skunk Ape stories supported by witness accounts and newspaper articles,Class A,1974-07-20T12:00:00Z,26.05091,-80.29457
45137,Report 45137: Husband and wife have close encounter while roller blading outside Port Charlotte,Class A,2001-01-20T12:00:00Z,26.9745,-82.1475
47021,Report 47021: Bigfoot crosses SR-72 directly in front a vehicle west of Arcadia and just outside Myakka River State Park,Class A,2014-09-09T12:00:00Z,27.19995,-81.98468
47378,Report 47378: Memory told of a close nighttime encounter while hunting rabbits in a rural backyard near Palm Harbor,Class A,1977-10-21T12:00:00Z,28.09538,-82.74918
49084,Report 49084: Memory told of a 'Hairy Man' crossing Hwy. 27 north of Homestead,Class A,1975-06-20T12:00:00Z,25.54494,-80.47805
50144,Report 50144: Tall hairy figure is seen by the roadside on SR-19 near Altoona,Class A,2015-11-05T12:00:00Z,29.00086,-81.64167
55574,Report 55574: Daytime road crossing seen by twin sisters near Cedar Key,Class A,2016-09-11T12:00:00Z,29.23723,-83.00198
398,Report 398: Woman and friend drive past amazing animal on Georgia backroad,Class A,2005-01-31T12:00:00Z,33.26885,-85.12705
447,Report 447: Unusual incident... a horseback rider's close encounter,Class A,1974-06-15T12:00:00Z,34,-85
1864,"Report 1864: Large, Dark Gray form crosses road in front of motorist",Class A,1993-11-03T12:00:00Z,34.28745,-84.59345
2218,"Report 2218: Man approached at close range by man/ape creature at Fort Gordon, US Army Signal School",Class A,1979-12-01T12:00:00Z,33.3646,-82.24471
2219,Report 2219: Children chased from woods by a seven foot tall creature,Class A,1978-06-15T12:00:00Z,34.6423,-83.4192
2220,"Report 2220: Two campers report seeing tall creature at Rood Park campground and boat landing by the Chattahoochee River, just south of Florence Marina",Class A,2000-08-30T12:00:00Z,32.0538,-85.0409
2279,"Report 2279: Multiple witness sighting near Beards Creek Church, outside Glennville",Class A,1982-06-15T12:00:00Z,31.8792,-81.88475
2393,Report 2393: The Georgia chopper crash story has been debunked. See msg from P. Caulkins in the investigator notes.,Class A,1985-09-15T12:00:00Z,34.70435,-84.2269
4393,"Report 4393: Early morning sighting of large, upright animal on rural bridge in Southern Georgia",Class A,2002-06-10T12:00:00Z,30.67,-83.412
5395,Report 5395: Deer hunter has encounter south of Fort Stewart.,Class A,1998-10-15T12:00:00Z,31.82345,-81.73075
6097,Report 6097: Man describes childhood sighting at rural property on the outskirts of Atlanta,Class A,1961-09-01T12:00:00Z,33.70037,-84.53352
7113,"Report 7113: Brothers have close, long sighting of ""thing"" in Wolf Creek",Class A,2003-10-26T12:00:00Z,33.5388,-84.869
7237,Report 7237: Evening sighting by motorist on Hwy 75 near Duke's Creek,Class A,1999-11-25T12:00:00Z,34.672,-83.714
8405,Report 8405: Early evening road crossing sighting by motorist on Jekyll Island,Class A,1963-07-04T12:00:00Z,31.08925,-81.41267
8454,Report 8454: Multiple witness sighting on Hwy. 16 near the Emanuel/Candler county line,Class A,2004-04-01T12:00:00Z,32.38575,-82.24886
9465,Report 9465: Witness watches tall biped cross her backyard,Class A,2005-07-14T12:00:00Z,34.68319,-83.69085
9712,Report 9712: Early evening encounter near Riverdale,Class A,1984-07-15T12:00:00Z,33.32442,-84.2532
9818,Report 9818: Hiker has nighttime sighting at Minnehaha Falls,Class A,1998-05-23T12:00:00Z,34.74775,-83.48067
10874,Report 10874: Teenager observes animal hiding behind trees and finds footprint in the Clay Hills near Hoboken.,Class A,1986-10-11T12:00:00Z,31.2439,-82.1341
14525,Report 14525: Evening encounter with fisherman laying catfish lines on the Alapaha River,Class A,1976-10-08T12:00:00Z,31.24842,-83.13654
15457,Report 15457: Daylight sighting by hunter along powerline route near Newnan,Class A,2006-08-29T12:00:00Z,33.48295,-84.7681
17089,Report 17089: Night sighting through thermal viewer by soldier on Fort Stewart,Class A,1998-11-12T12:00:00Z,32.0391,-81.436
18016,Report 18016: Nighttime sighting by motorists outside Hiram,Class A,2006-06-16T12:00:00Z,33.80785,-84.78979
18044,Report 18044: Nighttime sighting by motorists on Hwy 101 near Hannah Swamp,Class A,2007-02-27T12:00:00Z,33.81029,-84.97515
18707,Report 18707: Two incidents with two witnesses on Kinchafoonee Creek,Class A,1992-07-11T12:00:00Z,31.43265,-84.1293
19421,Report 19421: Nighttime sighting by truck driver near Red Top Mountain,Class A,2006-09-01T12:00:00Z,34.1318,-84.73846
21193,Report 21193: Daylight sighting by motorist from Jimmy Witherow Bridge,Class A,2007-08-01T12:00:00Z,34.48287,-84.5136
21359,Report 21359: Morning sighting by fisherman near Rising Fawn,Class A,2007-09-08T12:00:00Z,34.42654,-85.31646
21402,Report 21402: Daylight sighting by artifact hunter northwest of Cleveland,Class A,1980-07-01T12:00:00Z,34.64145,-83.80404
23911,Report 23911: Nighttime sighting by motorists north of Canton,Class A,2007-10-15T12:00:00Z,34.39965,-84.383
24125,"Report 24125: Man observes a large, hair-covered biped outside his garage south of Nashville",Class A,2008-07-02T12:00:00Z,31.17384,-83.26071
25043,Report 25043: Campers see animal observing campsite in Cohutta Wilderness,Class A,2001-10-15T12:00:00Z,34.8155,-84.58501
26201,Report 26201: Family reports numerous incidents since 2000,Class A,2000-06-01T12:00:00Z,34.06705,-82.86789
26262,Report 26262: Couple witness creature crossing road north of Atlanta,Class A,2009-06-28T12:00:00Z,34.31955,-84.48006
26313,Report 26313: Motorist has late night visual encounter near Tyrone,Class A,2009-07-17T12:00:00Z,33.49565,-84.5317
26352,Report 26352: Early evening sighting near Moreland,Class A,2007-10-13T12:00:00Z,33.2706,-84.73555
26822,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,Class A,2009-10-07T12:00:00Z,30.83105,-82.6386
27072,Report 27072: Hunter has a late-afternoon encounter near the Altamaha River,Class A,2008-11-23T12:00:00Z,31.46641,-81.64665
27197,Report 27197: Adolescent child has early morning sighting near Chatsworth,Class A,2010-01-12T12:00:00Z,34.8243,-84.72352
27300,Report 27300: Late-night roadside sighting by a young man outside of Moultrie,Class A,2009-08-15T12:00:00Z,31.18562,-83.66153
27888,Report 27888: Man recalls close encounter at dusk as a youth near Macon,Class A,1957-07-15T12:00:00Z,32.86288,-83.55708
28526,Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,Class A,2004-07-15T12:00:00Z,31.9853,-81.61756
28637,Report 28637: Two fisherman recall a daylight encounter north of Helen,Class A,1993-05-15T12:00:00Z,34.7673,-83.77811
29326,Report 29326: Memory told of a nighttime encounter at close range near Blairsville,Class A,1994-05-15T12:00:00Z,34.84161,-83.94456
30004,Report 30004: Backyard nighttime sighting in a village outside Rome,Class A,2005-10-10T12:00:00Z,34.17521,-85.18678
30135,Report 30135: Man recalls encounter with 7 foot tall creature on grandparents farm,Class A,1960-11-04T12:00:00Z,32.96854,-85.02602
31888,Report 31888: Scary encounters outside a rural home near Jackson,Class A,2004-10-22T12:00:00Z,33.34677,-83.90588
32435,Report 32435: Memories told of activity over several years at a family home near Oglethorpe,Class A,1978-06-07T12:00:00Z,32.2462,-84.08932
33115,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A,1986-06-15T12:00:00Z,33.46372,-83.61285
36006,Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,Class A,1976-06-15T12:00:00Z,34.36153,-83.87177
38870,Report 38870: LEO recalls his daylight sighting as a youth with his horses NW of Atlanta,Class A,2004-05-15T12:00:00Z,34.03528,-84.83903
38873,Report 38873: Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown,Class A,2012-07-15T12:00:00Z,34.05198,-85.16238
46328,Report 46328: Motorist has daylight sighting on GA-75 between Helen and Cleveland,Class A,2009-03-30T12:00:00Z,34.66467,-83.71705
48086,Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,Class A,2011-10-19T12:00:00Z,33.94979,-84.82338
56061,Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,Class A,2016-12-03T12:00:00Z,33.81871,-85.10207
56752,Report 56752: Man recalls hitting and killing a strange creature with his car near Cochran,Class A,1986-06-11T12:00:00Z,32.30676,-83.16122
57053,Report 57053: Fisherman has up-close daytime encounter with a hairy hominid near Clayton,Class A,2014-11-08T12:00:00Z,34.8804,-83.31311
511,Report 511: Daylight sighting by duck hunter near Pella.,Class A,2000-10-24T12:00:00Z,41.3675,-92.9008
1046,Report 1046: Sasquatch surprises hunter in prairie grass while hunting with bb gun,Class A,2000-11-25T12:00:00Z,42.47806,-93.82007
1197,Report 1197: Several sighting reports near the Racoon River within days of each other.,Class A,1978-11-15T12:00:00Z,41.59377,-93.974
1234,Report 1234: Creature observed by witness.,Class A,1970-08-15T12:00:00Z,43.078,-91.3867
1268,"Report 1268: More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange sounds, footprints and animal mutilatations.",Class A,1978-09-12T12:00:00Z,42.8674,-94.356
1270,"Report 1270: Newspaper article about ""The Lockridge Monster.""",Class A,1975-10-28T12:00:00Z,40.995,-91.75205
1271,"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",Class A,2000-02-15T12:00:00Z,41.62183,-93.63804
1274,Report 1274: Bigfoot creature being seen & heard throughout night and footprint evidence found,Class A,1997-08-09T12:00:00Z,42.50817,-96.40213
1554,Report 1554: Multiple witness road-crossing sighting near Nine Eagles State Park,Class A,2000-06-14T12:00:00Z,40.59604,-93.77783
1630,Report 1630: Separate Iowa incidents over time in Floyd County area,Class A,1977-08-01T12:00:00Z,43.17215,-92.76577
2170,Report 2170: Youths see unknown hairy primate staring at them from distance,Class A,2001-04-02T12:00:00Z,42.72063,-94.22206
2264,Report 2264: Woman sees large upright figure cross road near midnight,Class A,1983-07-15T12:00:00Z,42.0152,-94.3677
